React1     React2    React3       Prod1      Prod2      Prod3      Prod4      Prod5       A          B          C          errA     errB     errC ty  Tmin   Tmax  fr   num n  n !comment 
O2         Photon                 O          O                                             7.900e-10  0.000e+00  2.130e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   312 1  2 
O2         Photon                 O2+        e-                                            7.600e-11  0.000e+00  3.870e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   313 1  2 
OH         Photon                 H          O                                             3.900e-10  0.000e+00  2.240e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   314 1  2 
OH         Photon                 OH+        e-                                            1.600e-12  0.000e+00  3.100e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   315 1  1 
SO         Photon                 O          S                                             4.200e-09  0.000e+00  2.370e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   320 1  2 
CCH        Photon                 H          C2                                            1.600e-09  0.000e+00  2.330e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   321 1  2 
CCH        Photon                 C2H+       e-                                            1.000e-11  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   322 1  1 
CCN        Photon                 N          C2                                            1.000e-10  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   323 1  1 
CCN        Photon                 C          CN                                            1.000e-09  0.000e+00  1.700e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   324 1  1 
CCS        Photon                 S          C2                                            1.000e-10  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   325 1  1 
C3         Photon                 C          C2                                            5.000e-09  0.000e+00  2.070e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   326 1  2 
CH2        Photon                 H          CH                                            5.800e-10  0.000e+00  2.020e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   327 1  2 
CH2        Photon                 CH2+       e-                                            1.000e-09  0.000e+00  2.300e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   328 1  1 
CO2        Photon                 O          CO                                            8.900e-10  0.000e+00  3.000e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   329 1  2 
H2O        Photon                 H          OH                                            8.000e-10  0.000e+00  2.200e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   330 1  2 
H2O        Photon                 H2O+       e-                                            3.100e-11  0.000e+00  3.900e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   331 1  2 
H2S        Photon                 H          HS                                            3.100e-09  0.000e+00  2.270e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   332 1  2 
H2S        Photon                 H2S+       e-                                            7.300e-10  0.000e+00  3.090e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   333 1  2 
HCN        Photon                 H          CN                                            1.600e-09  0.000e+00  2.690e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   334 1  2 
HCO        Photon                 H          CO                                            1.100e-09  0.000e+00  1.090e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   335 1  2 
HCO        Photon                 HCO+       e-                                            2.460e-10  0.000e+00  2.110e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   336 1  2 
HNC        Photon                 H          CN                                            1.600e-09  0.000e+00  2.690e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   337 1  2 
HNO        Photon                 H          NO                                            1.700e-10  0.000e+00  5.300e-01 2.00e+00 0.00e+00 logn  3  -9999   9999  2   338 1  1 
NH2        Photon                 H          NH                                            7.500e-10  0.000e+00  2.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   340 1  2 
NH2        Photon                 NH2+       e-                                            1.730e-10  0.000e+00  2.590e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   341 1  1 
NO2        Photon                 NO2+       e-                                            1.500e-10  0.000e+00  3.330e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   342 1  2 
